District,Mandal,Date,Rain (mm),Min Humidity (%),Max Humidity (%)
Adilabad,Adilabad Rural,01-Mar-22,0.0,25.4,64.2
Adilabad,Adilabad Rural,02-Mar-22,0.0,24.3,63.7
Adilabad,Adilabad Rural,03-Mar-22,0.0,26.1,71.5
Adilabad,Adilabad Rural,04-Mar-22,0.0,25.0,79.4
Adilabad,Adilabad Rural,05-Mar-22,0.0,27.5,75.7
Adilabad,Adilabad Rural,06-Mar-22,0.0,31.2,72.9
Adilabad,Adilabad Rural,07-Mar-22,0.0,28.1,78.5
Adilabad,Adilabad Rural,08-Mar-22,0.0,27.5,73.4
Adilabad,Adilabad Rural,09-Mar-22,0.0,29.8,71.1
Adilabad,Adilabad Rural,10-Mar-22,0.0,26.3,68.3
Adilabad,Adilabad Rural,11-Mar-22,0.0,27.5,63.7
Adilabad,Adilabad Rural,12-Mar-22,0.0,27.7,69.3
Adilabad,Adilabad Rural,13-Mar-22,0.0,29.5,69.2
Adilabad,Adilabad Rural,14-Mar-22,0.0,22.2,56.3
Adilabad,Adilabad Rural,15-Mar-22,0.0,18.7,51.5
Adilabad,Adilabad Rural,16-Mar-22,0.0,20.8,51.8
Adilabad,Adilabad Rural,17-Mar-22,0.0,19.6,50.8
Adilabad,Adilabad Rural,18-Mar-22,0.0,16.9,47.5
Adilabad,Adilabad Rural,19-Mar-22,0.0,19.6,62.2
Adilabad,Adilabad Rural,20-Mar-22,0.0,29.1,64.7
Adilabad,Adilabad Rural,21-Mar-22,0.0,30.5,63.1
Adilabad,Adilabad Rural,22-Mar-22,0.0,26.3,72.2
Adilabad,Adilabad Rural,23-Mar-22,0.0,19.6,53.0
Adilabad,Adilabad Rural,24-Mar-22,0.0,17.5,78.0
Adilabad,Adilabad Rural,25-Mar-22,0.0,29.4,76.1
Adilabad,Adilabad Rural,26-Mar-22,0.0,31.4,69.1
Adilabad,Adilabad Rural,27-Mar-22,0.0,29.1,81.8
Adilabad,Adilabad Rural,28-Mar-22,0.0,19.6,78.3
Adilabad,Adilabad Rural,29-Mar-22,0.0,19.1,66.1
Adilabad,Adilabad Rural,30-Mar-22,0.0,17.0,43.1
Adilabad,Adilabad Rural,31-Mar-22,0.0,15.7,41.2
Adilabad,Adilabad Urban,01-Mar-22,0.0,15.1,69.6
Adilabad,Adilabad Urban,02-Mar-22,0.0,15.2,80.8
Adilabad,Adilabad Urban,03-Mar-22,0.0,13.9,84.6
Adilabad,Adilabad Urban,04-Mar-22,0.0,15.9,86.0
Adilabad,Adilabad Urban,05-Mar-22,0.0,18.6,84.5
Adilabad,Adilabad Urban,06-Mar-22,0.0,19.7,83.3
Adilabad,Adilabad Urban,07-Mar-22,0.0,17.1,86.5
Adilabad,Adilabad Urban,08-Mar-22,0.0,19.7,91.6
Adilabad,Adilabad Urban,09-Mar-22,0.0,17.7,81.3
Adilabad,Adilabad Urban,10-Mar-22,0.0,15.2,78.1
Adilabad,Adilabad Urban,11-Mar-22,0.0,16.4,76.5
Adilabad,Adilabad Urban,12-Mar-22,0.0,16.6,75.0
Adilabad,Adilabad Urban,13-Mar-22,0.0,17.7,80.7
Adilabad,Adilabad Urban,14-Mar-22,0.0,13.9,74.3
Adilabad,Adilabad Urban,15-Mar-22,0.0,11.9,75.8
Adilabad,Adilabad Urban,16-Mar-22,0.0,12.6,65.8
Adilabad,Adilabad Urban,17-Mar-22,0.0,12.0,69.6
Adilabad,Adilabad Urban,18-Mar-22,0.0,11.3,59.6
Adilabad,Adilabad Urban,19-Mar-22,0.0,12.0,74.2
Adilabad,Adilabad Urban,20-Mar-22,0.0,17.4,76.8
Adilabad,Adilabad Urban,21-Mar-22,0.0,16.0,76.4
Adilabad,Adilabad Urban,22-Mar-22,0.0,18.1,64.6
Adilabad,Adilabad Urban,23-Mar-22,0.0,13.4,66.9
Adilabad,Adilabad Urban,24-Mar-22,0.0,12.0,72.2
Adilabad,Adilabad Urban,25-Mar-22,0.0,26.9,77.4
Adilabad,Adilabad Urban,26-Mar-22,0.0,24.9,69.8
Adilabad,Adilabad Urban,27-Mar-22,0.0,25.5,91.4
Adilabad,Adilabad Urban,28-Mar-22,0.0,14.9,73.0
Adilabad,Adilabad Urban,29-Mar-22,0.0,14.4,72.4
Adilabad,Adilabad Urban,30-Mar-22,0.0,13.4,52.3
Adilabad,Adilabad Urban,31-Mar-22,0.0,12.4,56.1
Adilabad,Bazarhathnoor,01-Mar-22,0.0,27.3,82.6
Adilabad,Bazarhathnoor,02-Mar-22,0.0,28.3,80.3
Adilabad,Bazarhathnoor,03-Mar-22,0.0,27.6,83.2
Adilabad,Bazarhathnoor,04-Mar-22,0.0,26.9,84.1
Adilabad,Bazarhathnoor,05-Mar-22,0.0,35.3,83.2
Adilabad,Bazarhathnoor,06-Mar-22,0.0,42.7,67.6
Adilabad,Bazarhathnoor,07-Mar-22,0.0,29.9,88.7
Adilabad,Bazarhathnoor,08-Mar-22,0.0,33.4,75.1
Adilabad,Bazarhathnoor,09-Mar-22,0.0,36.4,70.1
Adilabad,Bazarhathnoor,10-Mar-22,0.0,24.9,65.6
Adilabad,Bazarhathnoor,11-Mar-22,0.0,30.0,77.3
Adilabad,Bazarhathnoor,12-Mar-22,0.0,35.3,78.8
Adilabad,Bazarhathnoor,13-Mar-22,0.0,33.4,76.0
Adilabad,Bazarhathnoor,14-Mar-22,0.0,26.6,72.2
Adilabad,Bazarhathnoor,15-Mar-22,0.0,18.1,74.0
Adilabad,Bazarhathnoor,16-Mar-22,0.0,24.2,75.9
Adilabad,Bazarhathnoor,17-Mar-22,0.0,21.7,71.1
Adilabad,Bazarhathnoor,18-Mar-22,0.0,20.3,49.6
Adilabad,Bazarhathnoor,19-Mar-22,0.0,21.7,85.0
Adilabad,Bazarhathnoor,20-Mar-22,0.0,36.2,85.9
Adilabad,Bazarhathnoor,21-Mar-22,0.0,25.6,80.2
Adilabad,Bazarhathnoor,22-Mar-22,0.0,30.3,69.2
Adilabad,Bazarhathnoor,23-Mar-22,0.0,26.9,64.3
Adilabad,Bazarhathnoor,24-Mar-22,0.0,21.0,69.4
Adilabad,Bazarhathnoor,25-Mar-22,0.0,33.0,86.2
Adilabad,Bazarhathnoor,26-Mar-22,0.0,38.7,78.2
Adilabad,Bazarhathnoor,27-Mar-22,0.0,32.6,86.7
Adilabad,Bazarhathnoor,28-Mar-22,0.0,23.7,82.6
Adilabad,Bazarhathnoor,29-Mar-22,0.0,18.9,78.3
Adilabad,Bazarhathnoor,30-Mar-22,0.0,19.6,44.3
Adilabad,Bazarhathnoor,31-Mar-22,0.0,16.4,54.5
Adilabad,Bela,01-Mar-22,0.0,8.9,71.9
Adilabad,Bela,02-Mar-22,0.0,12.8,75.4
Adilabad,Bela,03-Mar-22,0.0,10.2,78.2
Adilabad,Bela,04-Mar-22,0.0,10.2,82.5
Adilabad,Bela,05-Mar-22,0.0,15.3,78.1
Adilabad,Bela,06-Mar-22,0.0,16.6,76.9
Adilabad,Bela,07-Mar-22,0.0,12.2,74.7
Adilabad,Bela,08-Mar-22,0.0,12.8,82.3
Adilabad,Bela,09-Mar-22,0.0,12.8,72.9
Adilabad,Bela,10-Mar-22,0.0,12.2,71.3
Adilabad,Bela,11-Mar-22,0.0,13.9,73.0
Adilabad,Bela,12-Mar-22,0.0,11.5,71.9
Adilabad,Bela,13-Mar-22,0.0,14.1,71.3
Adilabad,Bela,14-Mar-22,0.0,7.8,66.0
Adilabad,Bela,15-Mar-22,0.0,5.1,63.7
Adilabad,Bela,16-Mar-22,0.0,5.9,57.2
Adilabad,Bela,17-Mar-22,0.0,5.4,64.5
Adilabad,Bela,18-Mar-22,0.0,5.4,49.7
Adilabad,Bela,19-Mar-22,0.0,5.4,75.5
Adilabad,Bela,20-Mar-22,0.0,14.2,76.3
Adilabad,Bela,21-Mar-22,0.0,18.2,72.2
Adilabad,Bela,22-Mar-22,0.0,13.0,59.1
Adilabad,Bela,23-Mar-22,0.0,5.3,54.6
Adilabad,Bela,24-Mar-22,0.0,5.9,51.8
Adilabad,Bela,25-Mar-22,0.0,12.5,77.9
Adilabad,Bela,26-Mar-22,0.0,14.4,68.9
Adilabad,Bela,27-Mar-22,0.0,16.0,80.2
Adilabad,Bela,28-Mar-22,0.0,6.5,63.9
Adilabad,Bela,29-Mar-22,0.0,6.6,63.3
Adilabad,Bela,30-Mar-22,0.0,5.3,43.2
Adilabad,Bela,31-Mar-22,0.0,5.9,48.3
Adilabad,Bheempoor,01-Mar-22,0.0,23.3,78.1
Adilabad,Bheempoor,02-Mar-22,0.0,31.6,75.0
Adilabad,Bheempoor,03-Mar-22,0.0,23.1,82.5
Adilabad,Bheempoor,04-Mar-22,0.0,28.5,83.1
Adilabad,Bheempoor,05-Mar-22,0.0,30.4,82.9
Adilabad,Bheempoor,06-Mar-22,0.0,33.5,78.3
Adilabad,Bheempoor,07-Mar-22,0.0,30.6,80.6
Adilabad,Bheempoor,08-Mar-22,0.0,29.6,84.1
Adilabad,Bheempoor,09-Mar-22,0.0,25.1,75.2
Adilabad,Bheempoor,10-Mar-22,0.0,24.9,76.8
Adilabad,Bheempoor,11-Mar-22,0.0,27.3,73.9
Adilabad,Bheempoor,12-Mar-22,0.0,26.2,71.0
Adilabad,Bheempoor,13-Mar-22,0.0,28.6,73.6
Adilabad,Bheempoor,14-Mar-22,0.0,21.0,67.2
Adilabad,Bheempoor,15-Mar-22,0.0,18.3,68.4
Adilabad,Bheempoor,16-Mar-22,0.0,18.7,65.8
Adilabad,Bheempoor,17-Mar-22,0.0,18.1,64.3
Adilabad,Bheempoor,18-Mar-22,0.0,15.3,58.6
